task,group,metric,advice_type,batch,mean,std,min,max,n_seeds,seeds,common_horizon,report_interval,sd_shading
copy,phase_ablation,ber,none,200,0.466559209736685,0.007676029445078659,0.4559620444476604,0.47810421079397203,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,400,0.4301793726782004,0.008730595282253008,0.41820343740284444,0.44062718875706197,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,600,0.42210421980669105,0.005023801918152079,0.4149788998067379,0.43061224721372127,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,800,0.41191905036568643,0.0037898138071678594,0.4066390983760357,0.41673181049525737,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,1000,0.4038307055458426,0.006788368600012127,0.39544595159590246,0.4145573718100786,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,1200,0.39885957978665826,0.005105666466887608,0.39001886546611786,0.40589755825698376,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,1400,0.3940314796318611,0.006259982190335552,0.38114279791712763,0.39912218548357487,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,1600,0.393467308456699,0.005940228198260969,0.38599803306162356,0.4050555769354105,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,1800,0.39080637493481235,0.004833468513481427,0.38394966498017313,0.3964042539894581,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,2000,0.38821454158673685,0.006319556191245857,0.38112062446773054,0.3973420112580061,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,2200,0.3865040653385221,0.006863700852910752,0.37413074806332586,0.3937032069265842,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,2400,0.37833602517843246,0.007032868513148002,0.36835460908710954,0.3872729293256998,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,2600,0.37744115402301154,0.008626938006885321,0.3633319942653179,0.3861579284071922,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,2800,0.372260985194395,0.015011130274707936,0.33917518720030787,0.38362130500376224,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,3000,0.3611087759708365,0.029346478347638302,0.2977119631320238,0.3866902694106102,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,3200,0.3472185111542543,0.05993905649534724,0.2151543205603957,0.39055704839527605,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,3400,0.33072810858798524,0.08999665294517802,0.12953999197110533,0.3736804736405611,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,3600,0.33163579338618243,0.08733266943760098,0.13706160501111297,0.38250361144542694,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,3800,0.3091490108706057,0.11528021279155364,0.05171356629580259,0.37136459454894066,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,4000,0.30812044819157264,0.11704865968153055,0.04685563962673769,0.3681803335994482,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,4200,0.2996284652427615,0.12681719514886325,0.016316867612767964,0.3634894068539143,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,4400,0.29572857697261495,0.1273022946260558,0.011470469278283418,0.36333781652152536,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,4600,0.2969013733230531,0.12778078092193199,0.011374204494059086,0.36157686047255994,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,4800,0.2886926422136215,0.11906046891259504,0.02351958244573325,0.3538897079229355,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,5000,0.28551086898466266,0.09170979742964233,0.0906831789878197,0.3554847950488329,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,5200,0.267466167298068,0.10283330862094596,0.055849975196179,0.3550235664099455,6,"1000,1001,1002,1003,1004,1005",20000,200,True
copy,phase_ablation,ber,none,5400,0.257798405434393,0.08916315251756368,0.1495749779883772,0.3495232386887073,6,"1000,1001,1002,1003,1004,1005",20000,200,True
